ID,patient_group_id,parameter,issue_type,severity,raw_value,detail
200088422,200088422,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200088422,200088422,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
200378127,200378127,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
200378127,200378127,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
200378127,200378127,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200378127,200378127,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
200378127,200378127,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
200563014,200563014,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
200563014,200563014,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
200563014,200563014,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200563014,200563014,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
200563014,200563014,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
200732328,200732328,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200732328,200732328,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
200734233,200734233,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200734233,200734233,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
200869357,200869357,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200869357,200869357,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
200887343-1,200887343,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
200887343-1,200887343,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
200887343-1,200887343,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200887343-1,200887343,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
200887343-1,200887343,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
200887343,200887343,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
200887343,200887343,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
200887343,200887343,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
200887343,200887343,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
200887343,200887343,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201091104,201091104,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201091104,201091104,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201091104,201091104,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201091104,201091104,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201091104,201091104,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201223046,201223046,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201223046,201223046,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201239406,201239406,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201239406,201239406,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201239406,201239406,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201239406,201239406,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201239406,201239406,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201319100,201319100,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201319100,201319100,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201331515,201331515,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201331515,201331515,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
20134065,20134065,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
20134065,20134065,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201368897,201368897,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201368897,201368897,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201368897,201368897,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201368897,201368897,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201368897,201368897,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201380940,201380940,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201380940,201380940,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201380940,201380940,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201380940,201380940,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201380940,201380940,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201428730,201428730,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201428730,201428730,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201428730,201428730,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201428730,201428730,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201428730,201428730,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201537151,201537151,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201537151,201537151,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201551216,201551216,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201551216,201551216,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201562603-1,201562603,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201562603-1,201562603,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201562603,201562603,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201562603,201562603,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201770004,201770004,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201770004,201770004,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201771352,201771352,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201771352,201771352,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
201885444,201885444,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201885444,201885444,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201885444,201885444,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201885444,201885444,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201885444,201885444,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
201999677,201999677,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
201999677,201999677,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
201999677,201999677,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
201999677,201999677,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
201999677,201999677,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
202045494,202045494,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
202045494,202045494,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
202045494,202045494,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202045494,202045494,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
202045494,202045494,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
202201880,202201880,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202201880,202201880,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
202247956,202247956,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202247956,202247956,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
202356763,202356763,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202356763,202356763,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
202411756-1,202411756,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202411756-1,202411756,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
202411756,202411756,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202411756,202411756,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
202520620,202520620,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
202520620,202520620,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
202520620,202520620,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202520620,202520620,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
202520620,202520620,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
202522099,202522099,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
202522099,202522099,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
202522099,202522099,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202522099,202522099,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
202522099,202522099,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
202596604,202596604,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
202596604,202596604,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203036405,203036405,Orientation,outside_plausible_range_1_to_8,invalid,0,field_rule
203036405,203036405,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203036405,203036405,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203036405,203036405,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203036405,203036405,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203036405,203036405,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203044159,203044159,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203044159,203044159,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203044159,203044159,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203044159,203044159,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203044159,203044159,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203077259-1,203077259,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203077259-1,203077259,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203077259-1,203077259,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203077259-1,203077259,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203077259-1,203077259,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203111429,203111429,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203111429,203111429,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203151068,203151068,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203151068,203151068,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203193470,203193470,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203193470,203193470,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203205673,203205673,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203205673,203205673,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203214852,203214852,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203214852,203214852,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203214852,203214852,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203214852,203214852,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203214852,203214852,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203215331,203215331,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203215331,203215331,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203240952-1,203240952,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203240952-1,203240952,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203467839,203467839,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203467839,203467839,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203467839,203467839,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203467839,203467839,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203467839,203467839,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203550372,203550372,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203550372,203550372,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203550372,203550372,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203550372,203550372,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203550372,203550372,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203582980,203582980,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203582980,203582980,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203582980,203582980,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203582980,203582980,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203582980,203582980,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203659997,203659997,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203659997,203659997,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203659997,203659997,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203659997,203659997,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203659997,203659997,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203674403,203674403,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203674403,203674403,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203788587,203788587,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203788587,203788587,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203807236,203807236,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203807236,203807236,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203807236,203807236,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203807236,203807236,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203807236,203807236,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203874389,203874389,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203874389,203874389,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203874889,203874889,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203874889,203874889,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203874889,203874889,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203874889,203874889,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203874889,203874889,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
203898750,203898750,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203898750,203898750,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
203959038,203959038,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
203959038,203959038,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
203959038,203959038,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
203959038,203959038,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
203959038,203959038,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
204035001,204035001,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204035001,204035001,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
204228087,204228087,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
204228087,204228087,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
204228087,204228087,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204228087,204228087,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
204228087,204228087,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
204238693,204238693,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
204238693,204238693,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
204238693,204238693,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204238693,204238693,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
204238693,204238693,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
204364833,204364833,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
204364833,204364833,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
204364833,204364833,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204364833,204364833,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
204364833,204364833,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
204378187,204378187,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204378187,204378187,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
204586681,204586681,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204586681,204586681,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
204650307,204650307,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204650307,204650307,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
204864836,204864836,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204864836,204864836,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
204917772,204917772,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
204917772,204917772,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
204917772,204917772,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
204917772,204917772,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
204917772,204917772,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205075256-1,205075256,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205075256-1,205075256,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205075256,205075256,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205075256,205075256,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205092932,205092932,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205092932,205092932,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205129144,205129144,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205129144,205129144,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205129144,205129144,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205129144,205129144,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205129144,205129144,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205154762,205154762,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205154762,205154762,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205154762,205154762,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205154762,205154762,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205154762,205154762,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205160104,205160104,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205160104,205160104,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205160104,205160104,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205160104,205160104,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205160104,205160104,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205166769,205166769,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205166769,205166769,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205166769,205166769,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205166769,205166769,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205166769,205166769,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205192459,205192459,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205192459,205192459,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205192459,205192459,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205192459,205192459,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205192459,205192459,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205196366,205196366,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205196366,205196366,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205196366,205196366,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205196366,205196366,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205196366,205196366,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205200934-1,205200934,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205200934-1,205200934,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205276459-2,205276459,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205276459-2,205276459,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205292128,205292128,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205292128,205292128,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205292128,205292128,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205292128,205292128,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205292128,205292128,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205408994,205408994,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205408994,205408994,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205408994,205408994,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205408994,205408994,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205408994,205408994,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205457005,205457005,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205457005,205457005,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205457005,205457005,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205457005,205457005,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205457005,205457005,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205471698,205471698,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205471698,205471698,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205471698,205471698,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205471698,205471698,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
205471698,205471698,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
205491151,205491151,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205491151,205491151,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205543285,205543285,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205543285,205543285,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205552568,205552568,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205552568,205552568,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205594182,205594182,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
205594182,205594182,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
205637707,205637707,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
205637707,205637707,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
205637707,205637707,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
