case_id,model_id,patch_id,finite,input_shape,output_shape
101377780,B1,P05,True,3x256x256,2x256x256
101377780,B1,P06,True,3x256x256,2x256x256
101377780,B1,P07,True,3x256x256,2x256x256
101377780,B1,P08,True,3x256x256,2x256x256
101377780,B1,P09,True,3x256x256,2x256x256
101377780,B1,P10,True,3x256x256,2x256x256
101377780,B1,P11,True,3x256x256,2x256x256
101377780,B1,P12,True,3x256x256,2x256x256
101377780,B1,P13,True,3x256x256,2x256x256
101377780,B1,P14,True,3x256x256,2x256x256
101377780,B1,P15,True,3x256x256,2x256x256
101377780,B1,P16,True,3x256x256,2x256x256
101377780,B1,P17,True,3x256x256,2x256x256
101377780,B1,P18,True,3x256x256,2x256x256
101377780,B1,P19,True,3x256x256,2x256x256
101377780,B1,P20,True,3x256x256,2x256x256
101588739,B1,P01,True,3x256x256,2x256x256
101588739,B1,P02,True,3x256x256,2x256x256
101588739,B1,P03,True,3x256x256,2x256x256
101588739,B1,P04,True,3x256x256,2x256x256
101588739,B1,P05,True,3x256x256,2x256x256
101588739,B1,P06,True,3x256x256,2x256x256
101588739,B1,P07,True,3x256x256,2x256x256
101588739,B1,P08,True,3x256x256,2x256x256
101588739,B1,P09,True,3x256x256,2x256x256
101588739,B1,P10,True,3x256x256,2x256x256
101588739,B1,P11,True,3x256x256,2x256x256
101588739,B1,P12,True,3x256x256,2x256x256
101588739,B1,P13,True,3x256x256,2x256x256
101588739,B1,P14,True,3x256x256,2x256x256
101588739,B1,P15,True,3x256x256,2x256x256
101588739,B1,P16,True,3x256x256,2x256x256
101588739,B1,P17,True,3x256x256,2x256x256
101588739,B1,P18,True,3x256x256,2x256x256
101588739,B1,P19,True,3x256x256,2x256x256
101588739,B1,P20,True,3x256x256,2x256x256
101737098,B1,P01,True,3x256x256,2x256x256
101737098,B1,P02,True,3x256x256,2x256x256
101737098,B1,P03,True,3x256x256,2x256x256
101737098,B1,P04,True,3x256x256,2x256x256
101737098,B1,P05,True,3x256x256,2x256x256
101737098,B1,P06,True,3x256x256,2x256x256
101737098,B1,P07,True,3x256x256,2x256x256
101737098,B1,P08,True,3x256x256,2x256x256
101737098,B1,P09,True,3x256x256,2x256x256
101737098,B1,P10,True,3x256x256,2x256x256
101737098,B1,P11,True,3x256x256,2x256x256
101737098,B1,P12,True,3x256x256,2x256x256
101737098,B1,P13,True,3x256x256,2x256x256
101737098,B1,P14,True,3x256x256,2x256x256
101737098,B1,P15,True,3x256x256,2x256x256
101737098,B1,P16,True,3x256x256,2x256x256
101737098,B1,P17,True,3x256x256,2x256x256
101737098,B1,P18,True,3x256x256,2x256x256
101737098,B1,P19,True,3x256x256,2x256x256
101737098,B1,P20,True,3x256x256,2x256x256
102400553,B1,P01,True,3x256x256,2x256x256
102400553,B1,P02,True,3x256x256,2x256x256
102400553,B1,P03,True,3x256x256,2x256x256
102400553,B1,P04,True,3x256x256,2x256x256
102400553,B1,P05,True,3x256x256,2x256x256
102400553,B1,P06,True,3x256x256,2x256x256
102400553,B1,P07,True,3x256x256,2x256x256
102400553,B1,P08,True,3x256x256,2x256x256
102400553,B1,P09,True,3x256x256,2x256x256
102400553,B1,P10,True,3x256x256,2x256x256
102400553,B1,P11,True,3x256x256,2x256x256
102400553,B1,P12,True,3x256x256,2x256x256
102400553,B1,P13,True,3x256x256,2x256x256
102400553,B1,P14,True,3x256x256,2x256x256
102400553,B1,P15,True,3x256x256,2x256x256
102400553,B1,P16,True,3x256x256,2x256x256
102400553,B1,P17,True,3x256x256,2x256x256
102400553,B1,P18,True,3x256x256,2x256x256
102400553,B1,P19,True,3x256x256,2x256x256
102400553,B1,P20,True,3x256x256,2x256x256
200088422,B1,P01,True,3x256x256,2x256x256
200088422,B1,P02,True,3x256x256,2x256x256
200088422,B1,P03,True,3x256x256,2x256x256
200088422,B1,P04,True,3x256x256,2x256x256
200088422,B1,P05,True,3x256x256,2x256x256
200088422,B1,P06,True,3x256x256,2x256x256
200088422,B1,P07,True,3x256x256,2x256x256
200088422,B1,P08,True,3x256x256,2x256x256
200088422,B1,P09,True,3x256x256,2x256x256
200088422,B1,P10,True,3x256x256,2x256x256
200088422,B1,P11,True,3x256x256,2x256x256
200088422,B1,P12,True,3x256x256,2x256x256
200088422,B1,P13,True,3x256x256,2x256x256
200088422,B1,P14,True,3x256x256,2x256x256
200088422,B1,P15,True,3x256x256,2x256x256
200088422,B1,P16,True,3x256x256,2x256x256
200088422,B1,P17,True,3x256x256,2x256x256
200088422,B1,P18,True,3x256x256,2x256x256
200088422,B1,P19,True,3x256x256,2x256x256
200088422,B1,P20,True,3x256x256,2x256x256
200378127,B1,P01,True,3x256x256,2x256x256
200378127,B1,P02,True,3x256x256,2x256x256
200378127,B1,P03,True,3x256x256,2x256x256
200378127,B1,P04,True,3x256x256,2x256x256
200378127,B1,P05,True,3x256x256,2x256x256
200378127,B1,P06,True,3x256x256,2x256x256
200378127,B1,P07,True,3x256x256,2x256x256
200378127,B1,P08,True,3x256x256,2x256x256
200378127,B1,P09,True,3x256x256,2x256x256
200378127,B1,P10,True,3x256x256,2x256x256
200378127,B1,P11,True,3x256x256,2x256x256
200378127,B1,P12,True,3x256x256,2x256x256
200378127,B1,P13,True,3x256x256,2x256x256
200378127,B1,P14,True,3x256x256,2x256x256
200378127,B1,P15,True,3x256x256,2x256x256
200378127,B1,P16,True,3x256x256,2x256x256
200378127,B1,P17,True,3x256x256,2x256x256
200378127,B1,P18,True,3x256x256,2x256x256
200378127,B1,P19,True,3x256x256,2x256x256
200378127,B1,P20,True,3x256x256,2x256x256
200563014,B1,P01,True,3x256x256,2x256x256
200563014,B1,P02,True,3x256x256,2x256x256
200563014,B1,P03,True,3x256x256,2x256x256
200563014,B1,P04,True,3x256x256,2x256x256
200563014,B1,P05,True,3x256x256,2x256x256
200563014,B1,P06,True,3x256x256,2x256x256
200563014,B1,P07,True,3x256x256,2x256x256
200563014,B1,P08,True,3x256x256,2x256x256
200563014,B1,P09,True,3x256x256,2x256x256
200563014,B1,P10,True,3x256x256,2x256x256
200563014,B1,P11,True,3x256x256,2x256x256
200563014,B1,P12,True,3x256x256,2x256x256
200563014,B1,P13,True,3x256x256,2x256x256
200563014,B1,P14,True,3x256x256,2x256x256
200563014,B1,P15,True,3x256x256,2x256x256
200563014,B1,P16,True,3x256x256,2x256x256
200563014,B1,P17,True,3x256x256,2x256x256
200563014,B1,P18,True,3x256x256,2x256x256
200563014,B1,P19,True,3x256x256,2x256x256
200563014,B1,P20,True,3x256x256,2x256x256
200732328,B1,P01,True,3x256x256,2x256x256
200732328,B1,P02,True,3x256x256,2x256x256
200732328,B1,P03,True,3x256x256,2x256x256
200732328,B1,P04,True,3x256x256,2x256x256
200732328,B1,P05,True,3x256x256,2x256x256
200732328,B1,P06,True,3x256x256,2x256x256
200732328,B1,P07,True,3x256x256,2x256x256
200732328,B1,P08,True,3x256x256,2x256x256
200732328,B1,P09,True,3x256x256,2x256x256
200732328,B1,P10,True,3x256x256,2x256x256
200732328,B1,P11,True,3x256x256,2x256x256
200732328,B1,P12,True,3x256x256,2x256x256
200732328,B1,P13,True,3x256x256,2x256x256
200732328,B1,P14,True,3x256x256,2x256x256
200732328,B1,P15,True,3x256x256,2x256x256
200732328,B1,P16,True,3x256x256,2x256x256
200732328,B1,P17,True,3x256x256,2x256x256
200732328,B1,P18,True,3x256x256,2x256x256
200732328,B1,P19,True,3x256x256,2x256x256
200732328,B1,P20,True,3x256x256,2x256x256
200734233,B1,P01,True,3x256x256,2x256x256
200734233,B1,P02,True,3x256x256,2x256x256
200734233,B1,P03,True,3x256x256,2x256x256
200734233,B1,P04,True,3x256x256,2x256x256
200734233,B1,P05,True,3x256x256,2x256x256
200734233,B1,P06,True,3x256x256,2x256x256
200734233,B1,P07,True,3x256x256,2x256x256
200734233,B1,P08,True,3x256x256,2x256x256
200734233,B1,P09,True,3x256x256,2x256x256
200734233,B1,P10,True,3x256x256,2x256x256
200734233,B1,P11,True,3x256x256,2x256x256
200734233,B1,P12,True,3x256x256,2x256x256
200734233,B1,P13,True,3x256x256,2x256x256
200734233,B1,P14,True,3x256x256,2x256x256
200734233,B1,P15,True,3x256x256,2x256x256
200734233,B1,P16,True,3x256x256,2x256x256
200734233,B1,P17,True,3x256x256,2x256x256
200734233,B1,P18,True,3x256x256,2x256x256
200734233,B1,P19,True,3x256x256,2x256x256
200734233,B1,P20,True,3x256x256,2x256x256
200869357,B1,P01,True,3x256x256,2x256x256
200869357,B1,P02,True,3x256x256,2x256x256
200869357,B1,P03,True,3x256x256,2x256x256
200869357,B1,P04,True,3x256x256,2x256x256
200869357,B1,P05,True,3x256x256,2x256x256
200869357,B1,P06,True,3x256x256,2x256x256
200869357,B1,P07,True,3x256x256,2x256x256
200869357,B1,P08,True,3x256x256,2x256x256
200869357,B1,P09,True,3x256x256,2x256x256
200869357,B1,P10,True,3x256x256,2x256x256
200869357,B1,P11,True,3x256x256,2x256x256
200869357,B1,P12,True,3x256x256,2x256x256
200869357,B1,P13,True,3x256x256,2x256x256
200869357,B1,P14,True,3x256x256,2x256x256
200869357,B1,P15,True,3x256x256,2x256x256
200869357,B1,P16,True,3x256x256,2x256x256
200869357,B1,P17,True,3x256x256,2x256x256
200869357,B1,P18,True,3x256x256,2x256x256
200869357,B1,P19,True,3x256x256,2x256x256
200869357,B1,P20,True,3x256x256,2x256x256
200887343,B1,P01,True,3x256x256,2x256x256
200887343,B1,P02,True,3x256x256,2x256x256
200887343,B1,P03,True,3x256x256,2x256x256
200887343,B1,P04,True,3x256x256,2x256x256
200887343,B1,P05,True,3x256x256,2x256x256
200887343,B1,P06,True,3x256x256,2x256x256
200887343,B1,P07,True,3x256x256,2x256x256
200887343,B1,P08,True,3x256x256,2x256x256
200887343,B1,P09,True,3x256x256,2x256x256
200887343,B1,P10,True,3x256x256,2x256x256
200887343,B1,P11,True,3x256x256,2x256x256
200887343,B1,P12,True,3x256x256,2x256x256
200887343,B1,P13,True,3x256x256,2x256x256
200887343,B1,P14,True,3x256x256,2x256x256
200887343,B1,P15,True,3x256x256,2x256x256
200887343,B1,P16,True,3x256x256,2x256x256
200887343,B1,P17,True,3x256x256,2x256x256
200887343,B1,P18,True,3x256x256,2x256x256
200887343,B1,P19,True,3x256x256,2x256x256
200887343,B1,P20,True,3x256x256,2x256x256
200887343-1,B1,P01,True,3x256x256,2x256x256
200887343-1,B1,P02,True,3x256x256,2x256x256
200887343-1,B1,P03,True,3x256x256,2x256x256
200887343-1,B1,P04,True,3x256x256,2x256x256
200887343-1,B1,P05,True,3x256x256,2x256x256
200887343-1,B1,P06,True,3x256x256,2x256x256
200887343-1,B1,P07,True,3x256x256,2x256x256
200887343-1,B1,P08,True,3x256x256,2x256x256
200887343-1,B1,P09,True,3x256x256,2x256x256
200887343-1,B1,P10,True,3x256x256,2x256x256
200887343-1,B1,P11,True,3x256x256,2x256x256
200887343-1,B1,P12,True,3x256x256,2x256x256
200887343-1,B1,P13,True,3x256x256,2x256x256
200887343-1,B1,P14,True,3x256x256,2x256x256
200887343-1,B1,P15,True,3x256x256,2x256x256
200887343-1,B1,P16,True,3x256x256,2x256x256
200887343-1,B1,P17,True,3x256x256,2x256x256
200887343-1,B1,P18,True,3x256x256,2x256x256
200887343-1,B1,P19,True,3x256x256,2x256x256
200887343-1,B1,P20,True,3x256x256,2x256x256
201091104,B1,P01,True,3x256x256,2x256x256
201091104,B1,P02,True,3x256x256,2x256x256
201091104,B1,P03,True,3x256x256,2x256x256
201091104,B1,P04,True,3x256x256,2x256x256
201091104,B1,P05,True,3x256x256,2x256x256
201091104,B1,P06,True,3x256x256,2x256x256
201091104,B1,P07,True,3x256x256,2x256x256
201091104,B1,P08,True,3x256x256,2x256x256
201091104,B1,P09,True,3x256x256,2x256x256
201091104,B1,P10,True,3x256x256,2x256x256
201091104,B1,P11,True,3x256x256,2x256x256
201091104,B1,P12,True,3x256x256,2x256x256
201091104,B1,P13,True,3x256x256,2x256x256
201091104,B1,P14,True,3x256x256,2x256x256
201091104,B1,P15,True,3x256x256,2x256x256
201091104,B1,P16,True,3x256x256,2x256x256
201091104,B1,P17,True,3x256x256,2x256x256
201091104,B1,P18,True,3x256x256,2x256x256
201091104,B1,P19,True,3x256x256,2x256x256
201091104,B1,P20,True,3x256x256,2x256x256
201239406,B1,P01,True,3x256x256,2x256x256
201239406,B1,P02,True,3x256x256,2x256x256
201239406,B1,P03,True,3x256x256,2x256x256
201239406,B1,P04,True,3x256x256,2x256x256
201239406,B1,P05,True,3x256x256,2x256x256
201239406,B1,P06,True,3x256x256,2x256x256
201239406,B1,P07,True,3x256x256,2x256x256
201239406,B1,P08,True,3x256x256,2x256x256
201239406,B1,P09,True,3x256x256,2x256x256
201239406,B1,P10,True,3x256x256,2x256x256
201239406,B1,P11,True,3x256x256,2x256x256
201239406,B1,P12,True,3x256x256,2x256x256
201239406,B1,P13,True,3x256x256,2x256x256
201239406,B1,P14,True,3x256x256,2x256x256
201239406,B1,P15,True,3x256x256,2x256x256
201239406,B1,P16,True,3x256x256,2x256x256
201239406,B1,P17,True,3x256x256,2x256x256
201239406,B1,P18,True,3x256x256,2x256x256
201239406,B1,P19,True,3x256x256,2x256x256
201239406,B1,P20,True,3x256x256,2x256x256
201319100,B1,P01,True,3x256x256,2x256x256
201319100,B1,P02,True,3x256x256,2x256x256
201319100,B1,P03,True,3x256x256,2x256x256
201319100,B1,P04,True,3x256x256,2x256x256
201319100,B1,P05,True,3x256x256,2x256x256
201319100,B1,P06,True,3x256x256,2x256x256
201319100,B1,P07,True,3x256x256,2x256x256
201319100,B1,P08,True,3x256x256,2x256x256
201319100,B1,P09,True,3x256x256,2x256x256
201319100,B1,P10,True,3x256x256,2x256x256
201319100,B1,P11,True,3x256x256,2x256x256
201319100,B1,P12,True,3x256x256,2x256x256
201319100,B1,P13,True,3x256x256,2x256x256
201319100,B1,P14,True,3x256x256,2x256x256
201319100,B1,P15,True,3x256x256,2x256x256
201319100,B1,P16,True,3x256x256,2x256x256
201319100,B1,P17,True,3x256x256,2x256x256
201319100,B1,P18,True,3x256x256,2x256x256
201319100,B1,P19,True,3x256x256,2x256x256
201319100,B1,P20,True,3x256x256,2x256x256
201331515,B1,P01,True,3x256x256,2x256x256
201331515,B1,P02,True,3x256x256,2x256x256
201331515,B1,P03,True,3x256x256,2x256x256
201331515,B1,P04,True,3x256x256,2x256x256
201331515,B1,P05,True,3x256x256,2x256x256
201331515,B1,P06,True,3x256x256,2x256x256
201331515,B1,P07,True,3x256x256,2x256x256
201331515,B1,P08,True,3x256x256,2x256x256
201331515,B1,P09,True,3x256x256,2x256x256
201331515,B1,P10,True,3x256x256,2x256x256
201331515,B1,P11,True,3x256x256,2x256x256
201331515,B1,P12,True,3x256x256,2x256x256
201331515,B1,P13,True,3x256x256,2x256x256
201331515,B1,P14,True,3x256x256,2x256x256
201331515,B1,P15,True,3x256x256,2x256x256
201331515,B1,P16,True,3x256x256,2x256x256
201331515,B1,P17,True,3x256x256,2x256x256
201331515,B1,P18,True,3x256x256,2x256x256
201331515,B1,P19,True,3x256x256,2x256x256
201331515,B1,P20,True,3x256x256,2x256x256
20134065,B1,P01,True,3x256x256,2x256x256
20134065,B1,P02,True,3x256x256,2x256x256
20134065,B1,P03,True,3x256x256,2x256x256
20134065,B1,P04,True,3x256x256,2x256x256
20134065,B1,P05,True,3x256x256,2x256x256
20134065,B1,P06,True,3x256x256,2x256x256
20134065,B1,P07,True,3x256x256,2x256x256
20134065,B1,P08,True,3x256x256,2x256x256
20134065,B1,P09,True,3x256x256,2x256x256
20134065,B1,P10,True,3x256x256,2x256x256
20134065,B1,P11,True,3x256x256,2x256x256
20134065,B1,P12,True,3x256x256,2x256x256
20134065,B1,P13,True,3x256x256,2x256x256
20134065,B1,P14,True,3x256x256,2x256x256
20134065,B1,P15,True,3x256x256,2x256x256
20134065,B1,P16,True,3x256x256,2x256x256
20134065,B1,P17,True,3x256x256,2x256x256
20134065,B1,P18,True,3x256x256,2x256x256
20134065,B1,P19,True,3x256x256,2x256x256
20134065,B1,P20,True,3x256x256,2x256x256
201368897,B1,P01,True,3x256x256,2x256x256
201368897,B1,P02,True,3x256x256,2x256x256
201368897,B1,P03,True,3x256x256,2x256x256
201368897,B1,P04,True,3x256x256,2x256x256
201368897,B1,P05,True,3x256x256,2x256x256
201368897,B1,P06,True,3x256x256,2x256x256
201368897,B1,P07,True,3x256x256,2x256x256
201368897,B1,P08,True,3x256x256,2x256x256
201368897,B1,P09,True,3x256x256,2x256x256
201368897,B1,P10,True,3x256x256,2x256x256
201368897,B1,P11,True,3x256x256,2x256x256
201368897,B1,P12,True,3x256x256,2x256x256
201368897,B1,P13,True,3x256x256,2x256x256
201368897,B1,P14,True,3x256x256,2x256x256
201368897,B1,P15,True,3x256x256,2x256x256
201368897,B1,P16,True,3x256x256,2x256x256
201368897,B1,P17,True,3x256x256,2x256x256
201368897,B1,P18,True,3x256x256,2x256x256
201368897,B1,P19,True,3x256x256,2x256x256
201368897,B1,P20,True,3x256x256,2x256x256
201380940,B1,P01,True,3x256x256,2x256x256
201380940,B1,P02,True,3x256x256,2x256x256
201380940,B1,P03,True,3x256x256,2x256x256
201380940,B1,P04,True,3x256x256,2x256x256
201380940,B1,P05,True,3x256x256,2x256x256
201380940,B1,P06,True,3x256x256,2x256x256
201380940,B1,P07,True,3x256x256,2x256x256
201380940,B1,P08,True,3x256x256,2x256x256
201380940,B1,P09,True,3x256x256,2x256x256
201380940,B1,P10,True,3x256x256,2x256x256
201380940,B1,P11,True,3x256x256,2x256x256
201380940,B1,P12,True,3x256x256,2x256x256
201380940,B1,P13,True,3x256x256,2x256x256
201380940,B1,P14,True,3x256x256,2x256x256
201380940,B1,P15,True,3x256x256,2x256x256
201380940,B1,P16,True,3x256x256,2x256x256
201380940,B1,P17,True,3x256x256,2x256x256
201380940,B1,P18,True,3x256x256,2x256x256
201380940,B1,P19,True,3x256x256,2x256x256
201380940,B1,P20,True,3x256x256,2x256x256
201428730,B1,P01,True,3x256x256,2x256x256
201428730,B1,P02,True,3x256x256,2x256x256
201428730,B1,P03,True,3x256x256,2x256x256
201428730,B1,P04,True,3x256x256,2x256x256
201428730,B1,P05,True,3x256x256,2x256x256
201428730,B1,P06,True,3x256x256,2x256x256
201428730,B1,P07,True,3x256x256,2x256x256
201428730,B1,P08,True,3x256x256,2x256x256
201428730,B1,P09,True,3x256x256,2x256x256
201428730,B1,P10,True,3x256x256,2x256x256
201428730,B1,P11,True,3x256x256,2x256x256
201428730,B1,P12,True,3x256x256,2x256x256
201428730,B1,P13,True,3x256x256,2x256x256
201428730,B1,P14,True,3x256x256,2x256x256
201428730,B1,P15,True,3x256x256,2x256x256
201428730,B1,P16,True,3x256x256,2x256x256
201428730,B1,P17,True,3x256x256,2x256x256
201428730,B1,P18,True,3x256x256,2x256x256
201428730,B1,P19,True,3x256x256,2x256x256
201428730,B1,P20,True,3x256x256,2x256x256
201537151,B1,P01,True,3x256x256,2x256x256
201537151,B1,P02,True,3x256x256,2x256x256
201537151,B1,P03,True,3x256x256,2x256x256
201537151,B1,P04,True,3x256x256,2x256x256
201537151,B1,P05,True,3x256x256,2x256x256
201537151,B1,P06,True,3x256x256,2x256x256
201537151,B1,P07,True,3x256x256,2x256x256
201537151,B1,P08,True,3x256x256,2x256x256
201537151,B1,P09,True,3x256x256,2x256x256
201537151,B1,P10,True,3x256x256,2x256x256
201537151,B1,P11,True,3x256x256,2x256x256
201537151,B1,P12,True,3x256x256,2x256x256
201537151,B1,P13,True,3x256x256,2x256x256
201537151,B1,P14,True,3x256x256,2x256x256
201537151,B1,P15,True,3x256x256,2x256x256
201537151,B1,P16,True,3x256x256,2x256x256
201537151,B1,P17,True,3x256x256,2x256x256
201537151,B1,P18,True,3x256x256,2x256x256
201537151,B1,P19,True,3x256x256,2x256x256
201537151,B1,P20,True,3x256x256,2x256x256
201551216,B1,P01,True,3x256x256,2x256x256
201551216,B1,P02,True,3x256x256,2x256x256
201551216,B1,P03,True,3x256x256,2x256x256
201551216,B1,P04,True,3x256x256,2x256x256
201551216,B1,P05,True,3x256x256,2x256x256
201551216,B1,P06,True,3x256x256,2x256x256
201551216,B1,P07,True,3x256x256,2x256x256
201551216,B1,P08,True,3x256x256,2x256x256
201551216,B1,P09,True,3x256x256,2x256x256
201551216,B1,P10,True,3x256x256,2x256x256
201551216,B1,P11,True,3x256x256,2x256x256
201551216,B1,P12,True,3x256x256,2x256x256
201551216,B1,P13,True,3x256x256,2x256x256
201551216,B1,P14,True,3x256x256,2x256x256
201551216,B1,P15,True,3x256x256,2x256x256
201551216,B1,P16,True,3x256x256,2x256x256
201551216,B1,P17,True,3x256x256,2x256x256
201551216,B1,P18,True,3x256x256,2x256x256
201551216,B1,P19,True,3x256x256,2x256x256
201551216,B1,P20,True,3x256x256,2x256x256
201562603,B1,P01,True,3x256x256,2x256x256
201562603,B1,P02,True,3x256x256,2x256x256
201562603,B1,P03,True,3x256x256,2x256x256
201562603,B1,P04,True,3x256x256,2x256x256
201562603,B1,P05,True,3x256x256,2x256x256
201562603,B1,P06,True,3x256x256,2x256x256
201562603,B1,P07,True,3x256x256,2x256x256
201562603,B1,P08,True,3x256x256,2x256x256
201562603,B1,P09,True,3x256x256,2x256x256
201562603,B1,P10,True,3x256x256,2x256x256
201562603,B1,P11,True,3x256x256,2x256x256
201562603,B1,P12,True,3x256x256,2x256x256
201562603,B1,P13,True,3x256x256,2x256x256
201562603,B1,P14,True,3x256x256,2x256x256
201562603,B1,P15,True,3x256x256,2x256x256
201562603,B1,P16,True,3x256x256,2x256x256
201562603,B1,P17,True,3x256x256,2x256x256
201562603,B1,P18,True,3x256x256,2x256x256
201562603,B1,P19,True,3x256x256,2x256x256
201562603,B1,P20,True,3x256x256,2x256x256
201562603-1,B1,P01,True,3x256x256,2x256x256
201562603-1,B1,P02,True,3x256x256,2x256x256
201562603-1,B1,P03,True,3x256x256,2x256x256
201562603-1,B1,P04,True,3x256x256,2x256x256
201562603-1,B1,P05,True,3x256x256,2x256x256
201562603-1,B1,P06,True,3x256x256,2x256x256
201562603-1,B1,P07,True,3x256x256,2x256x256
201562603-1,B1,P08,True,3x256x256,2x256x256
201562603-1,B1,P09,True,3x256x256,2x256x256
201562603-1,B1,P10,True,3x256x256,2x256x256
201562603-1,B1,P11,True,3x256x256,2x256x256
201562603-1,B1,P12,True,3x256x256,2x256x256
201562603-1,B1,P13,True,3x256x256,2x256x256
201562603-1,B1,P14,True,3x256x256,2x256x256
201562603-1,B1,P15,True,3x256x256,2x256x256
201562603-1,B1,P16,True,3x256x256,2x256x256
201562603-1,B1,P17,True,3x256x256,2x256x256
201562603-1,B1,P18,True,3x256x256,2x256x256
